Year,Order_Num,Yard_Num,Vessel_Type,Propulsion,Vessel_Name,Builder,SBS_link
,,334,,,Cancelled,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54662&vessel=Cancelled
,,341,,,Cancelled,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54669&vessel=Cancelled
,,395,,,blank ?,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54722&vessel=blank+%3F
,,397,,,blank ?,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54724&vessel=blank+%3F
,,399,,,blank ?,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54726&vessel=blank+%3F
,,407,,,blank ?,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54733&vessel=blank+%3F
1917,140552,53,Coaster,Screw Steamer,DRAGOON,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54380&vessel=DRAGOON
1918,125374,56,Naval,Screw Steamer,LEEWARD,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54383&vessel=LEEWARD
1918,148141,58,Naval,Screw Steamer,LULL,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54385&vessel=LULL
1918,,60,Naval,Screw Steamer,LANDFALL,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54387&vessel=LANDFALL
1918,152107,62,Naval,Screw Steamer,MOONSHINE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54389&vessel=MOONSHINE
1918,163892,66,Naval,Screw Steamer,MIST,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54393&vessel=MIST
1918,137640,65,Naval,Screw Steamer,MIRAGE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54392&vessel=MIRAGE
1919,139333,54,Coaster,Screw Steamer,HADRIX,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54381&vessel=HADRIX
1919,140656,69,Coaster,Screw Steamer,FREELAND,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54396&vessel=FREELAND
1920,144036,71,Coaster,Screw Steamer,COLLOONEY,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54398&vessel=COLLOONEY
1920,144191,82,Coaster,Screw Steamer,BEAULY FIRTH,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54409&vessel=BEAULY+FIRTH
1920,143518,85,Cargo,Screw Steamer,MADGE LLEWELLYN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54412&vessel=MADGE+LLEWELLYN
1921,146067,72,Coaster,Screw Steamer,ORIOLE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54399&vessel=ORIOLE
1921,145708,87,Cargo,Screw Steamer,MAUD LLEWELLYN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54414&vessel=MAUD+LLEWELLYN
1922,145715,88,Cargo,Screw Steamer,ELAINE LLEWELLYN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54415&vessel=ELAINE+LLEWELLYN
1923,147472,94,Cargo,Screw Steamer,COPTHORNE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54421&vessel=COPTHORNE
1924,140831,75,Coaster,Screw Steamer,ANNAGHMORE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54402&vessel=ANNAGHMORE
1924,145743,92,Cargo,Screw Steamer,BETTY LLEWELLYN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54419&vessel=BETTY+LLEWELLYN
1925,148143,78,Coaster,Screw Steamer,TAMNAMORE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54405&vessel=TAMNAMORE
1925,148144,77,Coaster,Screw Steamer,CARRICKMORE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54404&vessel=CARRICKMORE
1925,144827,81,Coaster,Screw Steamer,STRONSA FIRTH,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54408&vessel=STRONSA+FIRTH
1926,148148,96,Coaster,Screw Steamer,FERMANAGH,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54423&vessel=FERMANAGH
1926,148745,95,Coaster,Screw Steamer,HORLEY,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54422&vessel=HORLEY
1927,148952,100,Fishing,Screw Steamer,BRAEMAR,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54427&vessel=BRAEMAR
1927,153919,102,Cargo,Screw Steamer,CARDROSS,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54429&vessel=CARDROSS
1927,148150,97,Coaster,Screw Steamer,ENNISKILLEN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54424&vessel=ENNISKILLEN
1928,160598,105,Coaster,Screw Steamer,OKEHAMPTON,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54432&vessel=OKEHAMPTON
1929,148960,107,Fishing,Screw Steamer,FORT DEE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54434&vessel=FORT+DEE
1930,140618,109,Coaster,Screw Steamer,CALDARE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54436&vessel=CALDARE
1930,148965,111,Fishing,Screw Steamer,LOCH SHIN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54438&vessel=LOCH+SHIN
1930,148978,114,Fishing,Screw Steamer,DRIFTER NO 1,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54441&vessel=DRIFTER+NO+1
1930,139836,119,Fishing,Screw Steamer,FRIARAGE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54446&vessel=FRIARAGE
1930,142908,121,Cargo,Screw Steamer,KINI,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54448&vessel=KINI
1930,157592,122,Coaster,Screw Steamer,BIRCHGROVE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54449&vessel=BIRCHGROVE
1931,148810,116,Fishing,Screw Steamer,THEWAY,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54443&vessel=THEWAY
1931,162277,118,Fishing,Screw Steamer,LOCH ARD,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54445&vessel=LOCH+ARD
1932,162283,126,Fishing,Screw Steamer,FORT RYAN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54453&vessel=FORT+RYAN
1933,163204,128,Cargo,Screw Steamer,ROSAPENNA,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54455&vessel=ROSAPENNA
1934,163211,130,Cargo,Screw Steamer,PORTAVOGIE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54457&vessel=PORTAVOGIE
1935,161586,134,Fishing,Screw Steamer,WHITE PIONEER,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54461&vessel=WHITE+PIONEER
1935,163010,131,Cargo,Motor Vessel,JOLLY NIGHTS,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54458&vessel=JOLLY+NIGHTS
1936,162296,136,Fishing,Screw Steamer,FORT RANNOCH,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54463&vessel=FORT+RANNOCH
1936,165155,140,Cargo,Screw Steamer,GLENDALOUGH,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54467&vessel=GLENDALOUGH
1937,162144,142,Cargo,Screw Steamer,GWENTHILLS,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54469&vessel=GWENTHILLS
1937,165162,144,Cargo,Screw Steamer,SAINTFIELD,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54471&vessel=SAINTFIELD
1938,,147,Naval,Screw Steamer,BARFAIR,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54474&vessel=BARFAIR
1939,165253,149,Coaster,Screw Steamer,MOUNT BATTOCK,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54476&vessel=MOUNT+BATTOCK
1940,182685,150,Naval,Screw Steamer,CYCLAMEN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54477&vessel=CYCLAMEN
1941,,152,Naval,Screw Steamer,DAHLIA,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54479&vessel=DAHLIA
1941,,154,Naval,Screw Steamer,NARCISSUS,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54481&vessel=NARCISSUS
1941,,156,Naval,Screw Steamer,INCHKEITH,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54484&vessel=INCHKEITH
1942,,158,Naval,Screw Steamer,TRONDRA,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54486&vessel=TRONDRA
1942,166703,160,Naval,Screw Steamer,SIR LANCELOT,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54488&vessel=SIR+LANCELOT
1942,,162,Naval,Screw Steamer,SIR AGRAVAINE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54490&vessel=SIR+AGRAVAINE
1942,,164,Naval,Screw Steamer,BARNARD,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54492&vessel=BARNARD
1943,,166,Naval,Screw Steamer,BARFOOT,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54494&vessel=BARFOOT
1943,,168,Naval,Screw Steamer,BARILLA,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54496&vessel=BARILLA
1943,,170,Naval,Screw Steamer,FOULNESS,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54498&vessel=FOULNESS
1943,,172,Naval,Screw Steamer,ST AGNES,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54500&vessel=ST+AGNES
1943,,174,Naval,Screw Steamer,STEEPHOLM,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54502&vessel=STEEPHOLM
1944,,177,Naval,Screw Steamer,BAMBOROUGH CASTLE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54505&vessel=BAMBOROUGH+CASTLE
1944,,179,Naval,Screw Steamer,DENBIGH CASTLE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54507&vessel=DENBIGH+CASTLE
1944,,176,Naval,Motor Vessel,LCT.7036,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54504&vessel=LCT.7036
1945,180991,186,Cargo,Screw Steamer,EMPIRE RICHMOND,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54514&vessel=EMPIRE+RICHMOND
1945,180989,185,Coaster,Screw Steamer,EMPIRE KEW,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54513&vessel=EMPIRE+KEW
1945,,183,,No Propulsion,YC 389,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54511&vessel=YC+389
1946,180329,189,Fishing,Screw Steamer,MARINDA,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54517&vessel=MARINDA
1946,181000,191,Fishing,Screw Steamer,DUNKINTY,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54519&vessel=DUNKINTY
1946,,196,Fishing,Screw Steamer,COTE D'OPALE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54524&vessel=COTE+D%27OPALE
1946,,198,Fishing,Screw Steamer,POITOU,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54526&vessel=POITOU
1946,180943,194,Cargo,Screw Steamer,LONDONBROOK,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54522&vessel=LONDONBROOK
1947,181606,195,Coaster,Screw Steamer,CITY OF BRUSSELS,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54523&vessel=CITY+OF+BRUSSELS
1947,,201,Fishing,Screw Steamer,GUYENNE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54529&vessel=GUYENNE
1947,,204,Fishing,Screw Steamer,SURPRISE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54532&vessel=SURPRISE
1948,181338,202,Fishing,Screw Steamer,CORDELLA,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54530&vessel=CORDELLA
1948,,207,Fishing,Screw Steamer,BJARNAREY,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54535&vessel=BJARNAREY
1948,182855,209,Fishing,Screw Steamer,DAVID OGILVIE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54537&vessel=DAVID+OGILVIE
1948,182878,211,Cargo,Screw Steamer,LANCASTERBROOK,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54539&vessel=LANCASTERBROOK
1949,183382,213,Fishing,Screw Steamer,BENELLA,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54541&vessel=BENELLA
1949,183398,215,Fishing,Screw Steamer,CAPE CLEVELAND,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54543&vessel=CAPE+CLEVELAND
1949,182638,217,Fishing,Screw Steamer,LAFOREY,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54545&vessel=LAFOREY
1949,183110,219,Cargo,Screw Steamer,LINCOLNBROOK,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54547&vessel=LINCOLNBROOK
1950,182661,222,Fishing,Screw Steamer,BOSTON FURY,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54550&vessel=BOSTON+FURY
1950,183841,224,Fishing,Screw Steamer,AVONRIVER,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54552&vessel=AVONRIVER
1950,183460,220,Fishing,Motor Vessel,LAMMERMUIR,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54548&vessel=LAMMERMUIR
1951,,228,Fishing,Screw Steamer,AUSTFIRDINGUR,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54556&vessel=AUSTFIRDINGUR
1952,185249,237,Salvage,Screw Steamer,TWYFORD,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54565&vessel=TWYFORD
1952,185287,229,Fishing,Motor Vessel,PRINCESS ROYAL,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54557&vessel=PRINCESS+ROYAL
1953,194580,230,Fishing,Motor Vessel,BLUE HAZE II,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54558&vessel=BLUE+HAZE+II
1953,195964,234,Fishing,Motor Vessel,BLUE MIST II,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54562&vessel=BLUE+MIST+II
1954,185998,238,Cargo,Screw Steamer,DEVONBROOK,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54566&vessel=DEVONBROOK
1954,,242,Cargo,Motor Vessel,HAMINA,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54570&vessel=HAMINA
1954,184003,246,Fishing,Motor Vessel,ORMESBY QUEEN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54574&vessel=ORMESBY+QUEEN
1955,186991,247,Fishing,Motor Vessel,FILBY QUEEN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54575&vessel=FILBY+QUEEN
1955,183848,250,Fishing,Motor Vessel,MOUNT EVEREST,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54578&vessel=MOUNT+EVEREST
1955,186293,252,Fishing,Motor Vessel,RED CREST,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54580&vessel=RED+CREST
1955,,249,Floating Dock,No Propulsion,Floating Dock,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54577&vessel=Floating+Dock
1956,186345,254,Fishing,Motor Vessel,RED ROSE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54582&vessel=RED+ROSE
1956,185042,256,Fishing,Motor Vessel,DUFF PATON,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54584&vessel=DUFF+PATON
1956,186648,258,Fishing,Motor Vessel,JOE CROAN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54586&vessel=JOE+CROAN
1956,189036,260,Fishing,Motor Vessel,ACADIA SNOWBIRD,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54588&vessel=ACADIA+SNOWBIRD
1957,183862,263,Fishing,Motor Vessel,MOUNT EDEN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54591&vessel=MOUNT+EDEN
1957,183854,265,Fishing,Motor Vessel,ALEXANDER BRUCE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54593&vessel=ALEXANDER+BRUCE
1957,186657,267,Fishing,Motor Vessel,NETTA CROAN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54595&vessel=NETTA+CROAN
1957,300354,269,Fishing,Motor Vessel,SCOTTISH QUEEN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54597&vessel=SCOTTISH+QUEEN
1957,300351,271,Fishing,Motor Vessel,BEN BARVAS,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54599&vessel=BEN+BARVAS
1958,300469,274,Salvage,Screw Steamer,DROXFORD,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54602&vessel=DROXFORD
1958,300191,273,Fishing,Motor Vessel,GREGOR PATON,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54601&vessel=GREGOR+PATON
1958,300360,276,Fishing,Motor Vessel,RED CRUSADER,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54604&vessel=RED+CRUSADER
1958,300776,278,Fishing,Motor Vessel,CAPTAIN HARDY,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54606&vessel=CAPTAIN+HARDY
1958,300369,280,Fishing,Motor Vessel,BEN LOYAL,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54608&vessel=BEN+LOYAL
1959,167956,282,Fishing,Motor Vessel,GLENISLA,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54610&vessel=GLENISLA
1959,187930,284,Fishing,Motor Vessel,BEN TORC,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54612&vessel=BEN+TORC
1959,301576,286,Fishing,Motor Vessel,SCOTTISH KING,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54614&vessel=SCOTTISH+KING
1959,301585,289,Fishing,Motor Vessel,SEAWARD PETREL,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54617&vessel=SEAWARD+PETREL
1960,301589,290,Fishing,Motor Vessel,CRAIG-GOWAN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54618&vessel=CRAIG-GOWAN
1960,301591,292,Fishing,Motor Vessel,LINDENLEA,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54620&vessel=LINDENLEA
1960,302523,294,Fishing,Motor Vessel,CAPTAIN FOLEY,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54622&vessel=CAPTAIN+FOLEY
1960,302226,296,Fishing,Motor Vessel,BEN TARBERT,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54624&vessel=BEN+TARBERT
1961,302241,298,Fishing,Motor Vessel,GRAMPIAN GLEN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54626&vessel=GRAMPIAN+GLEN
1961,303201,304,Fishing,Motor Vessel,BEN GAIRN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54632&vessel=BEN+GAIRN
1961,302246,308,Fishing,Motor Vessel,BRACONDENE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54636&vessel=BRACONDENE
1961,302247,302,Fishing,Motor Vessel,EREDENE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54630&vessel=EREDENE
1961,303206,316,Fishing,Motor Vessel,CARENCY,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54644&vessel=CARENCY
1961,303210,319,Fishing,Motor Vessel,BEN HEILEM,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54647&vessel=BEN+HEILEM
1961,187937,329,Fishing,Motor Vessel,BEN LORA,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54657&vessel=BEN+LORA
1962,303211,320,Tug,Motor Vessel,SEA TROJAN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54648&vessel=SEA+TROJAN
1962,302960,332,Fishing,Motor Vessel,CAPTAIN INMAN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54660&vessel=CAPTAIN+INMAN
1963,303215,335,Fishing,Motor Vessel,MOUNT SORRELL,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54663&vessel=MOUNT+SORRELL
1963,,340,Fishing,Motor Vessel,unknown,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54668&vessel=unknown
1964,305895,343,Coaster,Motor Vessel,ORTOLAN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54671&vessel=ORTOLAN
1964,304180,345,Cargo,Motor Vessel,SAINT FERGUS,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54673&vessel=SAINT+FERGUS
1965,307925,348,Coaster,Motor Vessel,ALBATROSS,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54676&vessel=ALBATROSS
1966,307564,349,Fishing,Motor Vessel,DEFIANCE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54677&vessel=DEFIANCE
1967,309539,351,Tug,Motor Vessel,INCHCOLM,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54679&vessel=INCHCOLM
1968,,355,Fishing,Motor Vessel,SPINNINGDALE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54683&vessel=SPINNINGDALE
1968,303230,356,Fishing,Motor Vessel,STRATHELLIOT,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54684&vessel=STRATHELLIOT
1969,160751,357,Coaster,Motor Vessel,ISLANDER,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54685&vessel=ISLANDER
1969,303234,365,Fishing,Motor Vessel,CROMDALE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54692&vessel=CROMDALE
1971,303237,364,Fishing,Motor Vessel,BEN LUI,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54691&vessel=BEN+LUI
1971,303241,367,Fishing,Motor Vessel,SEALGAIR,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54694&vessel=SEALGAIR
1971,303239,369,Fishing,Motor Vessel,GLEN AFFRIC,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54696&vessel=GLEN+AFFRIC
1972,,360,Naval Auxiliary,Motor Vessel,FINTRY,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54687&vessel=FINTRY
1972,,363,Naval Auxiliary,Motor Vessel,DORNOCH,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54689&vessel=DORNOCH
1972,303247,372,Fishing,Motor Vessel,MAUREEN JUNE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54699&vessel=MAUREEN+JUNE
1972,303250,374,Fishing,Motor Vessel,W R DEESIDE,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54701&vessel=W+R+DEESIDE
1972,186773,376,Fishing,Motor Vessel,SUNDARI,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54703&vessel=SUNDARI
1973,359069,377,Fishing,Motor Vessel,GRAMPIAN CAIRN,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54704&vessel=GRAMPIAN+CAIRN
1973,359072,380,Fishing,Motor Vessel,STRATHCLOVA,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54707&vessel=STRATHCLOVA
1973,359077,381,Fishing,Motor Vessel,MARGONA,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54708&vessel=MARGONA
1973,,383,Fishing,Motor Vessel,VESTFINNUR,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54710&vessel=VESTFINNUR
